REFERENCE,CHILD_DRIVE,BIRTHDAY,AGE,HOME_CHILDREN,JOB_TENURE,INCOME,HOME_VAL,MARITAL_STATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_COST,PTIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,CITY_RURAL
411870556,0,28-Jun-55,44,0,12,"£22,960","£143,434",Yes,M,High School,z_Blue Collar,21,Commercial,11690,4,Pickup,0,0,No,1,1562,10,1,City
363214843,0,11-Aug-52,47,0,13,"£28,966","£128,030",Yes,M,<High School,Clerical,53,Commercial,6400,1,Pickup,0,0,No,1,0,1,0,Rural
533779817,0,06-Sep-54,45,0,12,"£107,327","£320,459",No,F,Bachelors,Professional,38,Private,24320,1,Sports Car,0,0,No,3,0,9,0,City
494471934,0,16-Jul-56,43,2,12,£636,£0,No,M,<High School,Student,33,Private,8450,1,Minivan,2210,2,Yes,0,1220,5,1,City
244454444,0,07-Aug-37,62,1,0,£0,"£113,599",Yes,F,High School,Home Maker,40,Private,11060,9,Sports Car,0,0,No,1,6781,1,1,City
163433307,0,27-Dec-56,42,2,12,"£67,644","£229,356",Yes,F,Bachelors,z_Blue Collar,25,Commercial,12460,3,Minivan,0,0,No,5,0,8,0,City
353352499,4,06-Feb-54,45,5,0,£0,£0,No,F,<High School,Student,39,Private,12000,10,SUV,0,0,Yes,3,2447,,1,Rural
745465646,0,27-Jul-49,50,0,14,"£100,094","£275,772",Yes,M,Masters,Manager,15,Commercial,44110,6,Panel Truck,21533,3,Yes,3,0,13,0,City
331190396,0,29-Mar-63,36,0,10,"£52,720",£0,No,M,High School,Clerical,41,Commercial,9460,4,Pickup,0,0,No,0,0,1,0,Rural
54333597,0,13-Aug-34,65,0,15,"£5,013","£105,570",Yes,F,High School,Student,32,Commercial,8670,1,Sports Car,5900,1,No,8,2396,8,1,City
850833893,0,16-Nov-45,54,0,6,"£52,182","£180,706",Yes,F,<High School,z_Blue Collar,38,Commercial,28890,4,Pickup,0,0,No,0,0,1,0,Rural
528358373,0,01-Mar-71,28,4,0,£0,£0,No,M,Bachelors,Student,30,Commercial,4300,1,Minivan,6905,1,No,0,2518,13,1,City
430391863,0,31-Mar-48,51,0,8,"£61,569","£234,642",Yes,F,Masters,Professional,23,Private,30190,1,Pickup,0,0,No,0,0,8,0,City
285745137,0,17-Aug-85,,0,9,"£14,484",£0,No,F,<High School,Clerical,20,Private,2950,10,Sports Car,4518,1,No,1,4884,1,1,City
805025207,0,23-Sep-48,51,0,,"£26,416","£116,374",No,F,<High School,Clerical,48,Commercial,35610,1,Pickup,0,0,No,0,0,1,0,City
833478490,0,06-Jan-44,55,0,9,"£244,905","£600,307",Yes,M,PhD,,19,Commercial,31490,1,Panel Truck,5353,1,No,0,0,10,0,City
668800586,3,11-Sep-56,43,3,6,"£35,313","£137,493",Yes,F,High School,z_Blue Collar,5,Private,7940,4,SUV,0,0,No,2,0,6,0,City
265985086,0,15-Feb-49,50,0,10,,"£180,787",No,F,High School,Clerical,13,Private,9370,6,SUV,0,0,No,2,0,8,0,City
35771994,0,30-Jan-49,50,0,0,£0,£0,Yes,M,<High School,Student,57,Commercial,7350,4,Pickup,17009,3,Yes,4,708,1,1,City
789711634,0,09-Nov-63,36,0,11,"£84,674",£0,Yes,M,Masters,Lawyer,39,Private,6100,6,Minivan,0,0,Yes,0,0,11,0,City
54510353,0,26-Apr-49,50,0,12,"£77,559","£251,257",Yes,F,High School,Manager,5,Private,17070,1,SUV,0,0,No,3,0,,0,City
108659532,0,26-Aug-72,27,3,,"£104,575",£0,No,M,Bachelors,z_Blue Collar,42,Commercial,25660,4,Panel Truck,0,0,No,2,4541,12,1,City
473467818,0,24-May-51,48,0,10,"£144,241",£0,No,F,PhD,Manager,43,Private,20720,1,SUV,23013,2,No,4,0,24,0,City
718684940,0,14-Mar-47,52,0,15,"£74,468",£0,Yes,F,Masters,Manager,20,Private,8950,7,Sports Car,0,0,No,0,0,16,0,City
487108914,0,07-Feb-39,60,0,15,"£40,092","£192,504",Yes,F,Bachelors,Professional,9,Private,11510,4,SUV,6196,2,No,0,0,10,0,City
158868302,0,14-Jan-48,51,0,13,"£188,187",£0,No,F,PhD,Doctor,50,Private,41620,10,Van,0,0,No,1,0,20,0,City
196518497,0,12-Jan-56,43,0,11,"£45,289",£0,No,M,High School,Clerical,53,Commercial,38750,7,Panel Truck,0,0,No,0,0,1,0,Rural
112106611,1,22-Aug-56,43,2,10,"£112,450","£344,498",No,M,Masters,Lawyer,12,Private,17290,1,Van,0,0,No,3,3747,18,1,City
392516352,0,25-Jun-72,27,0,13,"£98,136","£250,832",Yes,F,Masters,Professional,32,Private,16440,11,Minivan,0,0,No,0,0,13,0,City
423712104,0,01-Aug-51,48,0,14,"£113,886",£0,No,M,PhD,Doctor,16,Private,29730,7,Minivan,7196,3,No,0,0,15,0,City
46690768,0,10-Nov-51,48,0,12,"£49,082","£204,819",Yes,F,Bachelors,z_Blue Collar,33,Commercial,24800,4,Sports Car,42845,2,Yes,2,0,12,0,City
842343436,0,18-Oct-49,50,0,12,,"£534,957",Yes,M,PhD,Manager,24,Commercial,28540,6,Panel Truck,9527,2,No,2,0,14,0,City
102863719,0,13-Feb-46,53,0,6,"£32,073","£143,897",Yes,M,High School,z_Blue Collar,25,Private,10010,6,Pickup,0,0,No,0,0,10,0,Rural
868816070,0,05-Jun-64,35,0,11,"£51,912","£162,237",No,M,High School,z_Blue Collar,14,Commercial,30420,10,Panel Truck,0,0,Yes,0,0,9,0,Rural
299784097,0,29-Aug-62,37,0,,"£29,002","£143,590",Yes,M,High School,Clerical,18,Private,9140,17,Pickup,0,0,No,2,0,9,0,City
315330356,0,23-Dec-53,45,0,12,"£77,337",£0,No,F,Bachelors,Professional,37,Private,26010,9,SUV,6238,2,No,3,22266,12,1,City
356334131,0,29-Sep-64,35,0,,"£149,937","£405,652",Yes,F,Bachelors,Professional,36,Private,19990,4,SUV,0,0,No,0,1330,7,1,City
937573684,0,06-Jul-60,39,3,12,"£33,043","£134,986",Yes,M,High School,Manager,31,Commercial,8700,4,Pickup,0,0,No,0,0,1,0,City
603486842,0,14-May-51,48,0,16,"£203,751","£510,194",Yes,F,PhD,Doctor,25,Private,21640,1,SUV,2175,2,No,4,0,13,0,City
829880450,0,20-Jun-47,52,0,10,"£74,203",£0,No,F,Bachelors,Manager,31,Private,20580,4,Minivan,0,0,No,0,0,11,0,City
707840499,0,02-Feb-61,38,0,9,"£47,604","£215,650",Yes,M,Bachelors,Clerical,31,Private,15610,11,Minivan,0,0,No,0,0,12,0,City
681388843,0,31-Jul-45,54,0,11,"£191,330",£0,No,M,PhD,Lawyer,34,Private,3430,13,Minivan,0,0,No,0,0,16,0,City
265250920,0,15-Dec-63,35,0,10,"£1,886","£54,121",Yes,F,<High School,Home Maker,27,Private,12690,1,SUV,0,0,Yes,0,3736,1,1,City
361438642,0,22-Apr-63,36,0,9,"£111,961",£0,No,M,Bachelors,z_Blue Collar,33,Commercial,16300,1,Van,0,0,Yes,2,0,12,0,City
617209961,0,11-Dec-53,45,0,7,"£73,240","£215,842",No,M,Masters,,31,Commercial,5700,7,Pickup,0,0,No,1,0,16,0,City
286281563,0,09-Dec-70,28,2,,"£29,802","£149,424",Yes,M,<High School,z_Blue Collar,44,Commercial,4480,11,Pickup,0,0,No,0,0,1,0,City
333376964,0,11-Nov-54,45,3,8,"£107,202","£265,485",Yes,M,Masters,Manager,25,Private,22410,1,Minivan,32164,2,Yes,3,0,0,0,City
224630256,0,26-Feb-43,56,0,9,"£140,205","£379,247",No,F,Masters,Manager,22,Private,15520,1,Sports Car,0,0,No,4,0,15,0,City
440161891,0,02-Jan-56,43,2,13,"£55,274","£221,914",Yes,F,Bachelors,z_Blue Collar,24,Commercial,17740,3,SUV,4500,2,No,8,8540,9,1,City
633052576,0,13-Apr-47,52,0,11,"£74,620","£229,362",No,F,Masters,Lawyer,17,Private,10660,6,SUV,5029,3,No,2,0,18,0,City
438145979,0,27-Jul-67,32,2,0,£0,£0,Yes,M,High School,Student,30,Commercial,11990,1,Minivan,6867,3,No,3,5169,10,1,City
878478018,0,14-May-48,51,0,0,£0,£0,Yes,F,High School,Student,38,Commercial,6600,7,Sports Car,0,0,No,3,0,1,0,Rural
823508688,0,21-Jun-49,50,0,13,"£74,366","£268,076",Yes,F,Bachelors,Professional,35,Private,13940,4,SUV,4563,2,No,1,0,11,0,City
122169806,0,31-Jan-40,59,0,14,"£264,817",£0,No,F,PhD,Doctor,37,Private,33880,6,SUV,0,0,No,1,0,11,0,City
10755990,0,27-Oct-50,49,0,14,"£54,639",£0,No,M,<High School,Clerical,50,Private,6400,12,Pickup,0,0,No,1,0,1,0,Rural
697285724,0,18-Jul-38,61,0,13,"£28,350","£172,052",Yes,F,Bachelors,Professional,23,Private,21180,9,Sports Car,9637,2,Yes,2,2126,18,1,City
609374475,0,12-Aug-70,29,0,8,"£5,292",£0,No,M,High School,Student,31,Commercial,2670,1,Minivan,0,0,Yes,0,5722,8,1,City
267711395,0,05-Dec-44,54,0,17,"£97,777","£300,500",Yes,F,Masters,Lawyer,46,Private,17260,6,Sports Car,1540,2,No,2,0,9,0,City
680825444,0,10-Aug-57,42,1,11,"£61,415","£253,701",Yes,F,High School,z_Blue Collar,18,Commercial,21300,7,Pickup,0,0,No,0,2467,1,1,City
419976048,0,27-Apr-51,48,0,,,£0,No,M,<High School,Student,41,Commercial,22280,6,Van,0,0,No,0,3987,1,1,Rural
950231079,0,30-Jan-63,36,0,9,"£102,382",£0,No,F,PhD,Doctor,10,Private,19230,7,SUV,0,0,No,0,0,12,0,City
983515860,0,02-Oct-55,44,1,16,"£60,398","£211,749",Yes,M,High School,Clerical,18,Private,1500,4,Minivan,3751,2,No,5,0,9,0,City
102262070,0,12-Sep-53,46,0,11,"£146,882",£0,No,M,PhD,Manager,35,Commercial,21830,3,Van,8170,2,No,3,0,10,0,City
12254781,0,16-Jan-45,54,0,10,"£114,434","£344,904",Yes,M,Masters,Manager,38,Private,18340,7,Van,0,0,No,2,0,19,0,City
380504799,1,05-Aug-59,40,3,13,"£72,551",£0,No,M,High School,z_Blue Collar,22,Commercial,12760,3,Minivan,4895,2,No,2,2654,8,1,City
192299372,0,29-Oct-36,63,0,10,"£33,314",£0,No,F,Bachelors,Professional,44,Private,24210,6,SUV,3165,1,No,3,0,8,0,City
905763628,1,17-Aug-42,57,2,0,,£0,Yes,F,High School,Student,32,Private,7200,8,SUV,0,0,No,0,0,1,0,Rural
254189245,1,10-Feb-62,37,2,12,"£15,739","£140,719",Yes,F,High School,Home Maker,23,Private,9230,1,Sports Car,0,0,No,3,4762,6,1,City
877277908,0,10-Jun-44,55,0,13,"£149,854",£0,No,M,PhD,Manager,23,Private,10250,6,Minivan,0,0,No,0,0,13,0,City
351165047,0,12-Feb-58,41,2,14,,"£133,742",No,F,<High School,Clerical,30,Private,21650,1,SUV,8756,1,No,5,0,1,0,City
522748102,0,12-Mar-60,39,0,12,"£75,121","£218,723",Yes,F,Bachelors,z_Blue Collar,11,Commercial,31540,4,Pickup,0,0,No,2,0,,0,City
119472566,0,23-Aug-66,33,4,14,"£39,156",£0,No,F,High School,Clerical,40,Private,19690,1,Pickup,0,0,No,0,0,1,0,Rural
253676972,0,14-Mar-51,48,0,10,"£48,837","£202,157",Yes,M,High School,Clerical,42,Private,6640,7,Minivan,0,0,No,0,0,1,0,Rural
149295193,0,28-Nov-49,49,0,15,"£94,464","£318,327",Yes,M,PhD,,47,Commercial,22300,1,Van,7016,3,No,0,0,15,0,City
580269839,0,13-Apr-66,33,1,7,"£157,263",£0,No,F,PhD,Lawyer,60,Private,36480,1,Sports Car,4597,2,No,0,10752,16,1,City
750139165,0,03-May-49,50,0,14,"£257,416",£0,No,F,PhD,,51,Commercial,31630,4,Van,19016,2,No,0,0,13,0,City
282342738,1,05-Nov-55,44,3,14,"£27,508",£0,No,F,Masters,Home Maker,9,Private,4250,1,SUV,0,0,No,1,0,14,0,Rural
960450201,0,28-Dec-65,33,4,12,"£110,125","£304,526",Yes,M,Masters,Manager,12,Private,14190,4,Minivan,0,0,No,0,0,16,0,City
40878256,0,23-Feb-42,57,2,13,"£94,167",£0,No,M,PhD,Doctor,23,Private,21900,10,Van,0,0,No,0,0,20,0,City
420449322,1,08-Dec-53,45,2,11,"£39,978","£164,720",Yes,F,Bachelors,z_Blue Collar,16,Commercial,10000,3,Sports Car,0,0,No,1,0,12,0,City
579502435,0,07-Sep-44,55,0,9,"£51,811",£0,No,F,Bachelors,z_Blue Collar,29,Commercial,7000,10,Sports Car,1815,4,No,0,3850,11,1,City
30002740,0,04-Mar-64,35,2,14,"£27,396","£125,525",Yes,F,<High School,z_Blue Collar,41,Private,15180,7,Pickup,0,0,No,0,0,4,0,City
467160454,0,02-Aug-58,41,0,13,"£69,083","£266,858",Yes,F,Bachelors,Professional,35,Private,10510,6,SUV,6168,3,No,2,0,16,0,City
809790690,0,24-Sep-45,54,0,9,"£5,340",£0,No,F,Bachelors,Home Maker,19,Private,2030,4,Sports Car,0,0,No,0,0,12,0,Rural
273257834,0,30-Nov-52,46,0,15,"£91,685","£282,564",Yes,F,Bachelors,z_Blue Collar,38,Commercial,15270,1,SUV,0,0,No,0,0,5,0,City
487616897,0,26-Jun-47,52,0,10,"£26,116",£0,No,F,High School,Home Maker,52,Private,16850,1,SUV,0,0,No,1,0,7,0,Rural
610090177,0,20-Apr-68,31,0,13,"£80,861","£219,905",Yes,M,Bachelors,z_Blue Collar,20,Commercial,29980,6,Panel Truck,0,0,No,1,0,6,0,Rural
811513388,0,13-Mar-63,36,0,0,£0,£0,Yes,M,High School,Student,52,Commercial,13350,17,Minivan,0,0,Yes,0,0,7,0,Rural
105812018,0,23-Sep-48,51,0,3,"£93,268","£300,344",Yes,F,<High School,Clerical,32,Private,43350,10,Van,0,0,No,1,0,,0,City
459939116,0,27-Feb-48,51,0,10,"£31,860",£0,No,M,High School,z_Blue Collar,32,Commercial,9540,10,Pickup,0,0,No,3,4470,1,1,City
715222188,1,30-Mar-56,43,1,13,,£0,Yes,F,High School,Student,22,Commercial,17600,8,SUV,5336,2,No,0,5167,1,1,City
961642063,0,03-Jun-52,47,0,14,"£75,210","£260,902",Yes,F,<High School,z_Blue Collar,35,Private,19460,13,SUV,0,0,Yes,0,3992,1,1,City
678143361,0,17-Nov-65,34,2,3,"£6,953","£57,144",No,F,<High School,Home Maker,16,Private,4900,9,Sports Car,0,0,No,2,0,5,0,City
603921005,0,30-May-45,54,0,15,"£82,465","£258,207",No,F,Bachelors,z_Blue Collar,33,Private,18910,21,SUV,0,0,No,0,0,11,0,Rural
228656657,2,31-Mar-55,44,3,13,"£76,922","£290,871",Yes,M,High School,z_Blue Collar,30,Commercial,28580,6,Minivan,0,0,No,0,0,1,0,City
682965504,0,20-Feb-47,52,0,,"£95,833","£293,470",Yes,M,Bachelors,Professional,31,Private,16050,4,Minivan,0,0,No,0,0,8,0,City
174940894,0,10-Nov-42,57,0,11,"£4,204",£0,Yes,M,High School,Student,32,Commercial,22950,4,Panel Truck,0,0,No,0,0,1,0,City
142360940,0,21-Apr-41,58,0,13,"£84,608","£245,885",No,F,Masters,Professional,26,Private,26880,4,Minivan,0,0,No,0,0,15,0,City
417622657,0,12-Dec-45,53,0,0,£0,"£93,337",Yes,F,PhD,Home Maker,33,Private,6800,1,Sports Car,1909,1,No,3,0,14,0,City
397207019,0,09-Sep-42,57,0,8,"£145,655",£0,No,M,Masters,Professional,25,Commercial,21770,6,Van,0,0,No,2,0,21,0,Rural
887711236,0,28-May-63,36,0,12,"£69,714","£205,485",Yes,M,Bachelors,z_Blue Collar,36,Commercial,12070,13,Pickup,597,1,No,9,4188,8,1,City
805025207,0,24-Sep-46,53,0,8,"£51,802",£0,No,F,High School,Clerical,49,Private,24600,4,Minivan,0,0,No,2,0,11,0,Rural
533080109,0,24-Jul-61,38,1,8,"£97,114",£0,No,M,Bachelors,z_Blue Collar,60,Commercial,25530,7,Panel Truck,0,0,No,1,1221,5,1,City
552946822,0,15-Mar-66,33,2,11,"£77,951","£227,281",No,F,Bachelors,Professional,47,Private,22310,6,Minivan,8294,2,No,2,0,1,0,City
237008961,0,07-Apr-78,21,1,12,£360,£0,No,M,High School,Student,65,Commercial,5250,10,Pickup,36775,2,No,0,0,8,0,Rural
64979459,0,14-Jun-67,32,3,12,"£5,768",£0,No,F,High School,Student,39,Commercial,5280,4,SUV,3409,1,No,2,0,1,0,City
415120460,0,20-Oct-46,53,0,0,£0,£0,No,F,Masters,Home Maker,28,Private,16530,7,SUV,0,0,No,0,0,14,0,Rural
834563499,0,15-Feb-50,49,0,14,"£4,216",£0,Yes,M,Bachelors,Student,55,Commercial,17960,6,Minivan,4466,1,No,1,7295,17,1,City
897488151,0,20-May-48,51,0,15,"£11,070",£0,Yes,M,<High School,Student,30,Private,13200,10,Minivan,0,0,No,0,0,1,0,Rural
666517830,0,02-Sep-54,45,0,11,"£186,027","£456,186",No,M,PhD,Doctor,57,Private,20100,6,Van,2104,3,No,2,3212,10,1,City
101302659,0,30-Dec-32,66,0,12,"£83,827","£271,865",Yes,F,Bachelors,z_Blue Collar,10,Commercial,43590,1,Minivan,0,0,No,1,0,8,0,City
163145873,0,18-Jun-64,35,1,0,£0,"£61,078",Yes,F,<High School,Home Maker,58,Private,13820,4,Sports Car,4896,1,No,1,1413,7,1,City
108018902,0,31-Aug-62,37,0,10,"£85,504",£0,No,M,Bachelors,z_Blue Collar,34,Commercial,23140,1,Panel Truck,21481,4,Yes,7,2443,,1,City
380354092,0,01-May-66,33,2,14,"£5,063","£116,710",Yes,M,Bachelors,Home Maker,28,Commercial,32370,1,Panel Truck,6902,3,No,0,4871,11,1,City
906189650,0,19-Feb-51,48,0,7,"£100,218","£289,741",Yes,M,High School,Professional,37,Private,16320,3,Van,0,0,No,4,0,9,0,City
97502024,0,20-Apr-63,36,3,15,"£7,585","£76,988",Yes,M,<High School,Student,5,Private,5860,1,Minivan,6271,1,No,0,0,,0,City
915368874,0,18-Oct-51,48,0,0,£0,"£76,445",Yes,F,Masters,Home Maker,39,Private,1500,6,Sports Car,3867,3,No,5,0,,0,City
132609655,0,10-Jun-66,33,1,12,"£40,990","£150,983",Yes,F,High School,z_Blue Collar,22,Commercial,8900,4,SUV,0,0,No,0,0,1,0,City
21806232,0,22-Dec-42,56,2,11,"£133,949","£367,985",Yes,F,Bachelors,Professional,38,Commercial,27530,11,Pickup,7557,3,No,0,0,1,0,Rural
730441601,0,13-Mar-46,53,0,13,"£17,424",£0,Yes,M,Bachelors,Student,40,Commercial,10860,1,Pickup,0,0,No,0,0,1,0,Rural
672631938,0,09-Dec-48,50,0,0,£0,£0,Yes,F,Masters,Home Maker,18,Private,16230,1,SUV,32135,3,No,4,0,16,0,City
419477569,0,08-Dec-48,50,0,14,"£55,246",£0,Yes,M,Masters,Lawyer,26,Private,16160,1,Minivan,0,0,No,2,0,24,0,Rural
93592327,0,06-Apr-53,46,0,12,"£116,634","£361,772",No,M,Bachelors,z_Blue Collar,14,Commercial,17760,3,Van,0,0,No,0,0,14,0,City
978376735,0,26-Jan-40,59,0,15,"£68,526","£215,776",Yes,M,Masters,Professional,35,Commercial,30390,6,Panel Truck,5714,3,No,2,4965,12,1,City
845009116,0,02-Jul-46,53,0,12,"£16,536","£132,138",Yes,F,Bachelors,Home Maker,24,Private,17700,10,SUV,0,0,No,2,0,6,0,City
330453426,0,20-Oct-61,38,1,11,"£48,484","£188,700",Yes,M,Bachelors,Professional,44,Commercial,11840,6,Pickup,5726,2,No,7,6564,11,1,City
884566879,0,14-Jan-56,43,0,9,"£77,488","£227,293",Yes,F,Bachelors,z_Blue Collar,33,Commercial,27000,6,SUV,954,3,No,5,0,12,0,City
580997822,0,01-Apr-58,41,0,7,"£36,978","£148,437",Yes,M,High School,Clerical,62,Commercial,9300,1,Pickup,0,0,No,0,0,7,0,Rural
267621875,2,21-Mar-54,45,4,18,"£37,986","£185,597",Yes,M,High School,Clerical,24,Private,15610,7,Minivan,0,0,No,0,0,6,0,City
437742008,0,15-Jan-57,42,3,9,"£43,834","£156,729",No,F,High School,z_Blue Collar,38,Commercial,33280,4,SUV,0,0,No,1,0,1,0,Rural
328558442,0,27-Jun-65,34,1,13,"£95,438","£259,525",Yes,M,<High School,z_Blue Collar,57,Commercial,27730,1,Panel Truck,19629,3,No,5,0,7,0,City
536263138,1,06-Jul-55,44,3,12,"£69,785","£244,151",Yes,F,High School,z_Blue Collar,33,Commercial,29550,1,Van,2615,2,No,0,0,8,0,City
842021724,0,20-Jun-57,42,0,6,"£126,381","£372,347",Yes,M,High School,z_Blue Collar,27,Commercial,32040,7,Panel Truck,8748,2,No,2,3246,1,1,City
555201745,0,29-Mar-64,35,2,11,"£116,036","£304,653",No,F,Bachelors,Manager,36,Commercial,28470,4,Pickup,6049,3,No,2,0,12,0,City
551324330,0,02-Dec-46,52,0,8,"£63,346","£248,259",Yes,M,High School,z_Blue Collar,31,Commercial,24780,3,Panel Truck,0,0,No,2,0,8,0,City
173477263,0,17-Aug-50,49,0,9,"£24,894","£155,235",Yes,M,<High School,z_Blue Collar,39,Private,8890,9,Minivan,4794,3,No,1,0,1,0,City
68636893,1,05-Nov-57,42,2,10,"£38,519","£197,482",Yes,M,High School,z_Blue Collar,32,Commercial,9650,4,Minivan,0,0,No,3,0,,0,Rural
65962225,0,28-Jan-48,51,0,12,"£78,387","£252,502",No,F,Masters,Professional,34,Private,22330,7,Minivan,0,0,No,0,0,21,0,City
309193603,0,26-Oct-45,54,0,12,"£58,360","£163,458",Yes,M,High School,Manager,20,Commercial,37440,1,Panel Truck,0,0,No,0,0,1,0,City
57270612,0,30-Mar-65,34,5,17,"£24,795","£87,195",Yes,M,High School,Clerical,24,Private,14550,9,Minivan,0,0,No,0,0,1,0,City
181750125,0,20-Mar-62,37,2,11,"£135,035","£354,573",Yes,M,Bachelors,Professional,28,Private,32090,1,Minivan,0,0,No,0,0,8,0,City
535310073,0,06-Apr-55,44,2,14,"£79,557","£234,339",Yes,F,Bachelors,z_Blue Collar,24,Commercial,25500,4,Minivan,53986,3,Yes,7,0,1,0,City
449748170,0,03-May-42,57,0,17,"£102,493","£289,900",Yes,M,Bachelors,Professional,25,Commercial,31030,6,Panel Truck,0,0,No,0,0,1,0,City
156574116,0,05-Jul-53,46,0,13,"£41,944","£101,722",No,M,High School,Clerical,46,Commercial,18340,9,Van,6018,3,No,3,0,10,0,City
293125805,0,07-Feb-69,30,3,14,"£49,450","£227,693",No,F,Bachelors,Clerical,98,Private,9440,6,Sports Car,1769,3,No,3,0,10,0,Rural
913432924,0,29-Jan-47,52,0,12,"£30,775","£116,358",No,M,High School,Manager,30,Private,13020,14,Minivan,15089,3,Yes,5,0,6,0,City
791728578,0,21-Dec-55,43,0,,"£45,909","£159,336",No,M,High School,Professional,21,Private,15360,13,Minivan,0,0,No,0,2444,7,1,City
543055919,0,10-Feb-43,56,0,13,"£210,660","£534,696",Yes,F,PhD,Manager,32,Private,1500,1,Sports Car,57037,1,No,3,7881,11,1,City
876758704,0,23-Jul-44,55,0,12,"£42,357","£141,224",Yes,M,Bachelors,Manager,5,Commercial,26320,6,Panel Truck,5551,1,No,3,0,,0,City
192329478,0,24-Jun-45,54,0,11,"£16,739","£121,646",Yes,M,<High School,Clerical,26,Private,16890,11,Van,4326,3,No,3,0,1,0,City
309336404,0,18-Dec-60,38,2,0,£0,£0,Yes,F,<High School,Student,48,Private,10090,4,Sports Car,6753,1,No,6,5261,6,1,City
956859211,0,01-May-34,65,0,15,"£13,880","£181,406",Yes,F,Masters,Home Maker,63,Private,9390,9,Sports Car,10138,2,No,1,2242,15,1,City
955277442,0,18-Feb-51,48,0,11,"£79,916","£238,028",Yes,M,Masters,,60,Commercial,17990,10,Van,0,0,No,0,0,15,0,Rural
150097856,0,16-Nov-51,48,0,13,"£34,071",£0,No,M,High School,Manager,62,Private,18690,9,Minivan,42226,2,No,0,0,9,0,City
912369374,1,05-Jun-57,42,2,0,£0,£0,No,F,<High School,Student,29,Private,10930,11,Sports Car,0,0,No,3,3857,8,1,City
4470084,0,20-Nov-51,47,0,11,"£8,575",£0,Yes,M,Bachelors,Student,43,Private,10930,6,Minivan,0,0,No,2,0,,0,City
718267703,2,14-Dec-54,44,2,10,,"£162,808",Yes,F,High School,Professional,55,Private,4970,1,SUV,36179,2,No,4,0,1,0,Rural
524945074,0,25-May-67,32,3,16,"£53,770","£183,951",Yes,M,Bachelors,Clerical,48,Private,12900,1,Minivan,0,0,No,2,0,10,0,City
515354210,0,30-Jun-69,30,1,11,"£17,619","£86,137",Yes,F,<High School,Clerical,18,Private,16890,1,Sports Car,0,0,Yes,5,1000,6,1,City
312864789,0,04-Nov-52,47,0,14,"£14,096","£163,211",Yes,F,Bachelors,Clerical,5,Private,2910,7,Sports Car,5101,2,No,0,0,20,0,City
746767911,0,06-Aug-31,68,1,13,,"£168,795",Yes,F,High School,Clerical,42,Private,8350,1,Sports Car,0,0,No,1,0,12,0,Rural
798737201,0,11-Nov-64,35,0,10,"£45,651","£146,900",Yes,F,High School,z_Blue Collar,37,Commercial,13760,7,SUV,0,0,No,0,0,1,0,Rural
777827288,0,29-Jul-52,47,0,10,"£105,960","£286,301",Yes,M,Masters,Manager,24,Commercial,28750,1,Panel Truck,5807,2,No,0,0,11,0,City
737840379,0,03-Jun-56,43,0,11,"£74,635",£0,No,F,Bachelors,z_Blue Collar,45,Commercial,18720,1,Sports Car,0,0,No,1,0,8,0,Rural
32035504,0,27-Oct-49,50,0,10,"£58,945",£0,No,F,Bachelors,Professional,18,Private,20260,1,Sports Car,5603,1,No,0,3764,10,1,City
462444610,0,16-Aug-59,40,0,11,"£90,832",£0,No,F,Masters,Lawyer,20,Private,14580,1,Pickup,3842,1,No,2,0,1,0,City
902351816,0,21-Nov-58,40,0,,"£76,913","£197,922",Yes,M,Masters,Lawyer,24,Private,13820,10,Minivan,0,0,No,6,0,1,0,City
582651288,0,13-Dec-56,42,0,10,"£14,356","£114,013",Yes,F,High School,Home Maker,25,Private,13100,13,SUV,29964,3,No,0,0,,0,City
826952402,0,27-Dec-59,39,1,6,"£68,004",£0,No,F,Bachelors,Manager,29,Commercial,28800,10,Pickup,0,0,No,0,0,9,0,City
685041790,0,24-Feb-46,53,0,12,,£0,No,M,PhD,Doctor,77,Private,36890,4,Minivan,0,0,No,0,0,22,0,City
890142877,1,22-Dec-56,42,2,13,"£45,060","£185,351",Yes,M,Bachelors,Manager,33,Private,9490,6,Minivan,0,0,No,0,0,12,0,City
389433086,0,26-Aug-74,25,0,12,"£75,966","£186,398",No,M,Bachelors,Professional,25,Private,18160,3,Minivan,31063,1,Yes,5,0,9,0,City
171047971,0,28-Jan-47,52,0,11,"£54,983","£223,992",Yes,M,Masters,,24,Commercial,12200,2,Pickup,9093,3,No,7,4329,12,1,City
314541945,0,21-Apr-62,37,0,9,"£26,816",£0,No,M,PhD,Lawyer,11,Private,15090,1,Minivan,30605,4,Yes,4,0,9,0,City
283273689,0,07-May-53,46,0,12,"£128,083","£348,325",Yes,F,Bachelors,z_Blue Collar,41,Commercial,6100,6,SUV,8151,2,No,4,0,10,0,City
174233797,0,01-Dec-48,50,0,12,"£21,477","£97,964",Yes,F,<High School,z_Blue Collar,40,Private,25640,6,Minivan,33825,3,Yes,0,0,1,0,City
169535646,0,28-Dec-50,48,0,14,"£1,613","£91,179",Yes,M,Bachelors,Home Maker,34,Commercial,32260,4,Panel Truck,0,0,No,0,0,10,0,City
